mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_step_size	param_prop_sparsity	param_norm	param_max_cosamp_iter	param_lamb	param_function_budget	param_delta	param_cosamp_tol	params	split0_test_score	mean_test_score	std_test_score	rank_test_score
8.521403789520264	0.0	2.8133392333984375e-05	0.0	1.0	0.25	2	10	0.01	1000.0	0.001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.09526265278663908	0.09526265278663908	0.0	80
7.530601501464844	0.0	3.24249267578125e-05	0.0	0.1	0.2	2	25	0.01	1000.0	0.001	0.5	{'step_size': 0.1, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.13954807434590896	0.13954807434590896	0.0	79
7.596346378326416	0.0	3.409385681152344e-05	0.0	1.0	0.25	2	25	0.01	1000.0	0.0001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	0.14118879513591429	0.14118879513591429	0.0	78
8.74068021774292	0.0	3.552436828613281e-05	0.0	1.0	0.25	2	25	0.01	1000.0	1e-05	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	0.1461621158917716	0.1461621158917716	0.0	77
19.404541730880737	0.0	2.9802322387695312e-05	0.0	1.0	0.15	2	15	0.01	1000.0	0.001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.15, 'norm': 2, 'max_cosamp_iter': 15, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.6606141394541125	0.6606141394541125	0.0	76
7.184796333312988	0.0	3.24249267578125e-05	0.0	0.1	0.2	2	25	0.01	1000.0	1e-05	0.5	{'step_size': 0.1, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	1.1810465837869937	1.1810465837869937	0.0	75
4.011793613433838	0.0	2.5033950805664062e-05	0.0	0.01	0.25	2	25	0.01	1000.0	1e-05	0.5	{'step_size': 0.01, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	2.8287886867230925	2.8287886867230925	0.0	74
5.734908103942871	0.0	2.6702880859375e-05	0.0	0.01	0.25	2	10	0.01	1000.0	1e-05	0.5	{'step_size': 0.01, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	3.2169394340180064	3.2169394340180064	0.0	73
5.397106409072876	0.0	3.314018249511719e-05	0.0	0.01	0.25	2	5	0.01	1000.0	1e-05	0.5	{'step_size': 0.01, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	3.3686802488802785	3.3686802488802785	0.0	72
5.371328830718994	0.0	3.2901763916015625e-05	0.0	0.01	0.25	2	20	0.01	1000.0	1e-05	0.5	{'step_size': 0.01, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 20, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	3.753235191092444	3.753235191092444	0.0	71
8.57275104522705	0.0	2.8848648071289062e-05	0.0	0.01	0.2	2	15	0.01	1000.0	0.001	0.5	{'step_size': 0.01, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 15, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	3.8413009694312112	3.8413009694312112	0.0	70
18.296024322509766	0.0	2.8371810913085938e-05	0.0	0.01	0.1	2	20	0.01	1000.0	0.0001	0.5	{'step_size': 0.01, 'prop_sparsity': 0.1, 'norm': 2, 'max_cosamp_iter': 20, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	4.224388114523922	4.224388114523922	0.0	69
5.997122049331665	0.0	3.0040740966796875e-05	0.0	0.01	0.2	2	5	0.01	1000.0	0.001	0.5	{'step_size': 0.01, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	4.281880968977578	4.281880968977578	0.0	68
4.857928991317749	0.0	3.24249267578125e-05	0.0	0.01	0.25	2	5	0.01	1000.0	0.0001	0.5	{'step_size': 0.01, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	5.0443728867720905	5.0443728867720905	0.0	67
7.098190546035767	0.0	3.409385681152344e-05	0.0	0.01	0.25	2	10	0.01	1000.0	0.001	0.5	{'step_size': 0.01, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	6.095504838594563	6.095504838594563	0.0	66
8.975183963775635	0.0	3.0279159545898438e-05	0.0	0.01	0.2	2	25	0.01	1000.0	0.0001	0.5	{'step_size': 0.01, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	6.507988598946268	6.507988598946268	0.0	65
18.66627049446106	0.0	3.2901763916015625e-05	0.0	0.01	0.15	2	15	0.01	1000.0	0.001	0.5	{'step_size': 0.01, 'prop_sparsity': 0.15, 'norm': 2, 'max_cosamp_iter': 15, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	7.57943994758342	7.57943994758342	0.0	64
11.48157811164856	0.0	1.6927719116210938e-05	0.0	0.01	0.1	2	5	0.01	1000.0	1e-05	0.5	{'step_size': 0.01, 'prop_sparsity': 0.1, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	8.538326087500275	8.538326087500275	0.0	63
9.601848840713501	0.0	3.0279159545898438e-05	0.0	0.01	0.25	2	5	0.01	1000.0	0.001	0.5	{'step_size': 0.01, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	9.411055631448688	9.411055631448688	0.0	62
17.304980278015137	0.0	2.3126602172851562e-05	0.0	0.1	0.1	2	25	0.01	1000.0	0.0001	0.5	{'step_size': 0.1, 'prop_sparsity': 0.1, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	10.858360762672811	10.858360762672811	0.0	61
10.106268167495728	0.0	2.7894973754882812e-05	0.0	0.1	0.25	2	10	0.01	1000.0	1e-05	0.5	{'step_size': 0.1, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	11.431713583998041	11.431713583998041	0.0	60
8.79163932800293	0.0	2.7179718017578125e-05	0.0	0.001	0.25	2	5	0.01	1000.0	0.001	0.5	{'step_size': 0.001, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	13.312076121677476	13.312076121677476	0.0	59
6.858894348144531	0.0	3.0994415283203125e-05	0.0	0.001	0.25	2	10	0.01	1000.0	0.0001	0.5	{'step_size': 0.001, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.01, 'function_budget': 1000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	13.48473449218712	13.48473449218712	0.0	58
