mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_step_size	param_prop_sparsity	param_norm	param_max_cosamp_iter	param_lamb	param_function_budget	param_delta	param_cosamp_tol	params	split0_test_score	mean_test_score	std_test_score	rank_test_score
37.707602739334106	0.0	2.6941299438476562e-05	0.0	10.0	0.25	2	25	0.05	10000.0	1e-05	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	0.9527057532231595	0.9527057532231595	0.0	99
39.45289325714111	0.0	2.288818359375e-05	0.0	10.0	0.25	2	25	0.05	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.9590353533262859	0.9590353533262859	0.0	98
58.72479963302612	0.0	3.0994415283203125e-05	0.0	10.0	0.25	2	20	0.05	10000.0	0.0001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 20, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	0.969484026648668	0.969484026648668	0.0	97
39.10857152938843	0.0	2.574920654296875e-05	0.0	10.0	0.2	2	15	0.05	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 15, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	1.053242808263554	1.053242808263554	0.0	96
37.827908754348755	0.0	1.5020370483398438e-05	0.0	10.0	0.2	2	5	0.05	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	1.0578607563307405	1.0578607563307405	0.0	95
35.78654718399048	0.0	2.8133392333984375e-05	0.0	100.0	0.2	2	20	0.05	10000.0	0.001	0.5	{'step_size': 100.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 20, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	1.141036554657853	1.141036554657853	0.0	94
28.364678382873535	0.0	2.86102294921875e-05	0.0	1.0	0.25	2	20	0.05	10000.0	0.001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 20, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	1.215754304602868	1.215754304602868	0.0	93
50.41909074783325	0.0	2.9802322387695312e-05	0.0	10.0	0.15	2	5	0.05	10000.0	1e-05	0.5	{'step_size': 10.0, 'prop_sparsity': 0.15, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	1.2218551280328867	1.2218551280328867	0.0	92
21.273570775985718	0.0	2.9325485229492188e-05	0.0	1.0	0.25	2	10	0.05	10000.0	0.001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	1.2370146870743979	1.2370146870743979	0.0	91
36.60469579696655	0.0	2.8848648071289062e-05	0.0	100.0	0.2	2	10	0.05	10000.0	1e-05	0.5	{'step_size': 100.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	1.2397978784759813	1.2397978784759813	0.0	90
31.24576735496521	0.0	2.9325485229492188e-05	0.0	1.0	0.2	2	25	0.05	10000.0	0.0001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.05, 'function_budget': 10000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	1.2489102361617386	1.2489102361617386	0.0	89
