mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_step_size	param_prop_sparsity	param_norm	param_max_cosamp_iter	param_lamb	param_function_budget	param_delta	param_cosamp_tol	params	split0_test_score	mean_test_score	std_test_score	rank_test_score
53.81355810165405	0.0	3.24249267578125e-05	0.0	10.0	0.25	2	25	0.01	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.23193483851522745	0.23193483851522745	0.0	100
69.61425876617432	0.0	2.7418136596679688e-05	0.0	10.0	0.25	2	25	0.01	10000.0	1e-05	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	0.23370161433735948	0.23370161433735948	0.0	99
62.61607527732849	0.0	3.147125244140625e-05	0.0	10.0	0.25	2	20	0.01	10000.0	0.0001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 20, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	0.2338884265597632	0.2338884265597632	0.0	98
54.09180450439453	0.0	2.765655517578125e-05	0.0	10.0	0.2	2	5	0.01	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.2518741585745889	0.2518741585745889	0.0	97
76.85182857513428	0.0	2.86102294921875e-05	0.0	10.0	0.2	2	15	0.01	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 15, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.2575733188456457	0.2575733188456457	0.0	96
30.69708490371704	0.0	2.574920654296875e-05	0.0	100.0	0.2	2	10	0.01	10000.0	1e-05	0.5	{'step_size': 100.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	0.2809139960402526	0.2809139960402526	0.0	95
44.39314007759094	0.0	3.2901763916015625e-05	0.0	100.0	0.15	2	5	0.01	10000.0	0.001	0.5	{'step_size': 100.0, 'prop_sparsity': 0.15, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.28818443420187173	0.28818443420187173	0.0	94
38.98592209815979	0.0	2.9325485229492188e-05	0.0	100.0	0.15	2	25	0.01	10000.0	0.001	0.5	{'step_size': 100.0, 'prop_sparsity': 0.15, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	0.28863577995537354	0.28863577995537354	0.0	93
52.50740098953247	0.0	3.0040740966796875e-05	0.0	10.0	0.15	2	5	0.01	10000.0	1e-05	0.5	{'step_size': 10.0, 'prop_sparsity': 0.15, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	0.29314404741715056	0.29314404741715056	0.0	92
40.66853213310242	0.0	2.956390380859375e-05	0.0	100.0	0.15	2	25	0.01	10000.0	1e-05	0.5	{'step_size': 100.0, 'prop_sparsity': 0.15, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.01, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	0.293148689630993	0.293148689630993	0.0	91
