mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_step_size	param_prop_sparsity	param_norm	param_max_cosamp_iter	param_lamb	param_function_budget	param_delta	param_cosamp_tol	params	split0_test_score	mean_test_score	std_test_score	rank_test_score
42.12154173851013	0.0	3.552436828613281e-05	0.0	10.0	0.25	2	20	0.1	10000.0	0.0001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 20, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	1.7903407197512766	1.7903407197512766	0.0	97
48.993462800979614	0.0	3.24249267578125e-05	0.0	10.0	0.25	2	25	0.1	10000.0	1e-05	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	1.8016629875355512	1.8016629875355512	0.0	96
34.298539876937866	0.0	2.09808349609375e-05	0.0	10.0	0.25	2	25	0.1	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	1.809418846155788	1.809418846155788	0.0	95
47.50122618675232	0.0	3.170967102050781e-05	0.0	10.0	0.2	2	15	0.1	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 15, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	1.9787012593419548	1.9787012593419548	0.0	94
42.63276243209839	0.0	2.2649765014648438e-05	0.0	10.0	0.2	2	5	0.1	10000.0	0.001	0.5	{'step_size': 10.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 5, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	2.0046809908980117	2.0046809908980117	0.0	93
32.89152216911316	0.0	1.9073486328125e-05	0.0	1.0	0.25	2	10	0.1	10000.0	0.001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 10, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	2.046603189690315	2.046603189690315	0.0	92
35.84598088264465	0.0	3.314018249511719e-05	0.0	1.0	0.25	2	25	0.1	10000.0	1e-05	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	2.047194608240289	2.047194608240289	0.0	91
47.150052070617676	0.0	4.1484832763671875e-05	0.0	1.0	0.25	2	25	0.1	10000.0	0.0001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 0.0001, 'cosamp_tol': 0.5}	2.0533196121559327	2.0533196121559327	0.0	90
44.741806507110596	0.0	4.029273986816406e-05	0.0	1.0	0.25	2	20	0.1	10000.0	0.001	0.5	{'step_size': 1.0, 'prop_sparsity': 0.25, 'norm': 2, 'max_cosamp_iter': 20, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 0.001, 'cosamp_tol': 0.5}	2.069835844089872	2.069835844089872	0.0	89
46.34812545776367	0.0	3.504753112792969e-05	0.0	1.0	0.2	2	25	0.1	10000.0	1e-05	0.5	{'step_size': 1.0, 'prop_sparsity': 0.2, 'norm': 2, 'max_cosamp_iter': 25, 'lamb': 0.1, 'function_budget': 10000.0, 'delta': 1e-05, 'cosamp_tol': 0.5}	2.1203463414838075	2.1203463414838075	0.0	88
